Step,Occupied Area (%)
0,0.36734693877551017
1,0.5510204081632654
2,0.7346938775510203
3,0.9183673469387756
4,1.1020408163265307
5,1.2857142857142856
6,1.4693877551020407
7,1.653061224489796
8,1.8367346938775513
9,2.020408163265306
10,2.2040816326530615
11,2.387755102040816
12,2.571428571428571
13,2.7551020408163267
14,2.9387755102040813
15,3.122448979591837
16,3.612244897959184
17,4.1020408163265305
18,4.591836734693878
19,5.081632653061225
20,5.571428571428571
21,6.061224489795918
22,6.530612244897959
23,7.000000000000001
24,7.46938775510204
25,7.938775510204081
26,8.408163265306122
27,8.877551020408163
28,9.346938775510203
29,9.816326530612244
30,10.285714285714285
31,10.755102040816327
32,11.224489795918368
33,12.36734693877551
34,13.16326530612245
35,13.918367346938776
36,14.673469387755103
37,15.408163265306122
38,16.142857142857142
39,16.877551020408163
40,17.591836734693878
41,18.306122448979593
42,19.020408163265305
43,19.73469387755102
44,20.448979591836736
45,21.16326530612245
46,21.877551020408163
47,22.57142857142857
48,23.244897959183675
49,23.89795918367347
50,25.673469387755105
51,27.42857142857143
52,29.183673469387756
53,30.93877551020408
54,32.69387755102041
55,34.38775510204082
56,36.04081632653061
57,37.673469387755105
58,39.265306122448976
59,40.775510204081634
60,42.244897959183675
61,43.51020408163265
62,44.73469387755102
63,45.87755102040816
64,47.0
65,48.08163265306122
66,49.142857142857146
67,51.55102040816326
68,53.69387755102041
69,55.755102040816325
70,57.775510204081634
71,59.71428571428572
72,61.63265306122449
73,63.51020408163265
74,65.28571428571428
75,67.06122448979592
76,68.81632653061224
77,70.53061224489797
78,72.18367346938776
79,73.77551020408163
80,75.3061224489796
81,76.77551020408163
82,78.06122448979592
83,79.24489795918367
84,81.3061224489796
85,82.91836734693877
86,84.24489795918367
87,85.3061224489796
88,86.24489795918367
89,87.0204081632653
90,87.63265306122449
91,88.12244897959184
92,88.53061224489795
93,88.87755102040816
94,89.20408163265307
95,89.53061224489795
96,89.77551020408163
97,90.0204081632653
98,90.26530612244899
99,90.48979591836735
