Step,Occupied Area (%)
0,0.36734693877551017
1,0.5510204081632654
2,0.7346938775510203
3,0.9183673469387756
4,1.0816326530612244
5,1.2448979591836735
6,1.4081632653061225
7,1.5714285714285716
8,1.7346938775510203
9,1.8979591836734693
10,2.0612244897959187
11,2.2244897959183674
12,2.387755102040816
13,2.5510204081632653
14,2.7142857142857144
15,2.8775510204081636
16,3.387755102040816
17,3.8979591836734695
18,4.408163265306123
19,4.918367346938775
20,5.428571428571429
21,5.918367346938775
22,6.408163265306123
23,6.897959183673469
24,7.36734693877551
25,7.836734693877551
26,8.306122448979592
27,8.775510204081632
28,9.244897959183673
29,9.714285714285714
30,10.16326530612245
31,10.612244897959183
32,11.061224489795919
33,12.244897959183673
34,13.26530612244898
35,14.183673469387756
36,15.020408163265305
37,15.795918367346939
38,16.551020408163264
39,17.30612244897959
40,18.06122448979592
41,18.816326530612244
42,19.57142857142857
43,20.3265306122449
44,21.081632653061224
45,21.79591836734694
46,22.489795918367346
47,23.183673469387756
48,23.877551020408163
49,24.571428571428573
50,26.408163265306122
51,28.20408163265306
52,29.918367346938773
53,31.571428571428573
54,33.14285714285714
55,34.6530612244898
56,36.142857142857146
57,37.63265306122449
58,39.102040816326536
59,40.51020408163265
60,41.87755102040816
61,43.183673469387756
62,44.42857142857143
63,45.63265306122449
64,46.816326530612244
65,47.91836734693877
66,48.97959183673469
67,51.61224489795918
68,54.122448979591844
69,56.44897959183673
70,58.61224489795919
71,60.632653061224495
72,62.53061224489795
73,64.38775510204081
74,66.24489795918367
75,68.06122448979592
76,69.81632653061224
77,71.53061224489797
78,73.18367346938776
79,74.77551020408163
80,76.26530612244899
81,77.73469387755102
82,79.12244897959184
83,80.40816326530611
84,82.34693877551021
85,83.6734693877551
86,84.6734693877551
87,85.53061224489797
88,86.20408163265306
89,86.77551020408163
90,87.22448979591837
91,87.55102040816325
92,87.85714285714286
93,88.10204081632654
94,88.28571428571429
95,88.42857142857142
96,88.55102040816327
97,88.6734693877551
98,88.79591836734694
99,88.91836734693878
