Step,Occupied Area (%)
0,0.36734693877551017
1,0.5510204081632654
2,0.7346938775510203
3,0.9183673469387756
4,1.1020408163265307
5,1.2857142857142856
6,1.4693877551020407
7,1.653061224489796
8,1.8367346938775513
9,2.020408163265306
10,2.2040816326530615
11,2.387755102040816
12,2.571428571428571
13,2.7551020408163267
14,2.9387755102040813
15,3.122448979591837
16,3.7142857142857144
17,4.306122448979592
18,4.8979591836734695
19,5.489795918367347
20,6.081632653061225
21,6.673469387755102
22,7.26530612244898
23,7.857142857142857
24,8.448979591836734
25,9.040816326530612
26,9.63265306122449
27,10.224489795918368
28,10.816326530612246
29,11.408163265306122
30,12.0
31,12.591836734693878
32,13.183673469387754
33,14.551020408163264
34,15.510204081632653
35,16.346938775510203
36,17.183673469387756
37,18.020408163265305
38,18.857142857142858
39,19.6734693877551
40,20.489795918367346
41,21.306122448979593
42,22.122448979591837
43,22.93877551020408
44,23.755102040816325
45,24.571428571428573
46,25.387755102040817
47,26.204081632653057
48,27.02040816326531
49,27.836734693877553
50,29.93877551020408
51,32.02040816326531
52,34.04081632653061
53,35.95918367346938
54,37.816326530612244
55,39.6530612244898
56,41.38775510204082
57,42.93877551020408
58,44.38775510204081
59,45.73469387755102
60,47.0204081632653
61,48.30612244897959
62,49.55102040816327
63,50.73469387755102
64,51.89795918367347
65,53.06122448979592
66,54.20408163265306
67,56.95918367346938
68,59.57142857142858
69,62.02040816326531
70,64.32653061224491
71,66.53061224489795
72,68.6938775510204
73,70.73469387755102
74,72.6734693877551
75,74.57142857142857
76,76.38775510204083
77,78.08163265306123
78,79.6734693877551
79,81.22448979591836
80,82.55102040816327
81,83.6734693877551
82,84.73469387755101
83,85.6938775510204
84,87.36734693877551
85,88.77551020408163
86,89.87755102040816
87,90.71428571428571
88,91.36734693877551
89,91.83673469387756
90,92.26530612244898
91,92.57142857142857
92,92.81632653061224
93,93.04081632653062
94,93.22448979591836
95,93.38775510204081
96,93.53061224489795
97,93.6530612244898
98,93.77551020408164
99,93.85714285714286
