Step,Occupied Area (%)
0,0.36734693877551017
1,0.5510204081632654
2,0.7346938775510203
3,0.9183673469387756
4,1.1020408163265307
5,1.2857142857142856
6,1.4693877551020407
7,1.6326530612244898
8,1.7959183673469388
9,1.9591836734693877
10,2.122448979591837
11,2.2857142857142856
12,2.4489795918367347
13,2.612244897959184
14,2.7755102040816326
15,2.9387755102040813
16,3.387755102040816
17,3.8367346938775513
18,4.285714285714286
19,4.73469387755102
20,5.163265306122449
21,5.591836734693877
22,6.020408163265306
23,6.448979591836734
24,6.877551020408164
25,7.306122448979592
26,7.73469387755102
27,8.16326530612245
28,8.571428571428571
29,8.979591836734693
30,9.387755102040817
31,9.795918367346939
32,10.204081632653061
33,11.061224489795919
34,11.612244897959185
35,12.142857142857142
36,12.673469387755102
37,13.204081632653061
38,13.734693877551022
39,14.265306122448978
40,14.795918367346939
41,15.306122448979592
42,15.816326530612246
43,16.3265306122449
44,16.83673469387755
45,17.346938775510203
46,17.857142857142858
47,18.367346938775512
48,18.857142857142858
49,19.3265306122449
50,20.57142857142857
51,21.775510204081634
52,22.93877551020408
53,24.081632653061224
54,25.22448979591837
55,26.346938775510203
56,27.469387755102044
57,28.591836734693878
58,29.69387755102041
59,30.795918367346935
60,31.897959183673468
61,33.0
62,34.10204081632653
63,35.183673469387756
64,36.244897959183675
65,37.306122448979586
66,38.36734693877551
67,40.91836734693878
68,43.3469387755102
69,45.69387755102041
70,48.0204081632653
71,50.26530612244898
72,52.469387755102034
73,54.61224489795919
74,56.714285714285715
75,58.79591836734694
76,60.795918367346935
77,62.71428571428571
78,64.55102040816327
79,66.28571428571428
80,68.0
81,69.61224489795919
82,71.16326530612244
83,72.6530612244898
84,75.24489795918367
85,77.48979591836735
86,79.42857142857143
87,81.18367346938776
88,82.71428571428572
89,84.12244897959184
90,85.40816326530613
91,86.57142857142858
92,87.59183673469387
93,88.36734693877551
94,89.0
95,89.57142857142857
96,90.10204081632654
97,90.57142857142857
98,90.93877551020408
99,91.24489795918367
